,gender,age_range,highest_education_level,preferred_content_type,prefer_movies_over_series_reason,prefer_series_over_movies_reason,binge_watching_preference,preferred_film_type,preferred_genres,popularity_influence_on_decision,actor_importance_rating,budget_quality_indicator,movie_dislike_factors,movie_series_likes,favorite_movie_or_series,favorite_series,favorite_series_summary_and_enjoyment,favorite_series_actors,ideal_episode_duration,series_nationality,favorite_series_what_liked_most,series_seasons_count,favorite_movie,favorite_movie_actor,favorite_movie_description,movie_duration,release_date_importance,movie_decade,movie_genre,movie_budget_importance,general_movie_watching_preference,watching_with_others_preference,real_vs_fictional_preference,movie_review_check_preference,additional_comments_on_preferences
128,Male,15-30,Some College ,Movies ,More Satisfying Storylines ,,Binge-Watch ,Theater ,"Adventure , Drama , Crime , Fantasy , History ",3,3,No,bad script,feel someth new,Film ,,,,,,,,wild pear tree,robert de niro,"slow, speculative, philosophical, sentimental and relatable.",above,No,other,Other,1,Doesn't matter,alone,Both,Yes,No
129,Male,15-30,Some College ,Movies ,Higher Production Quality ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,"Adventure , Comedy , Drama , Fantasy ",4,1,No,discuss bad idea bad stori bad act qualiti pictur prefer old movi,excit store perfect direct act good messagediscuss humanitarian issu love old movi actor director arab movi,Film ,,,,,,,,requiem dream,alpacino hollywood ahm zaki nour elshrief egyptian actor,This movie touched my heart. It discussed how we want to be perfect and it may lead to be insane. The man who promised to return to his girl who gave up and did bad things to get drugs and showed how drugs can ruin our life. All of this with pretty soundtrack make your experience perfect and your emotions like a fire.,above,Yes,other,Other,3,Doesn't matter,Both,Both,No,No
130,Female,15-30,Some College ,Both equally,Shorter Time Commitment ,Cliffhangers keep me engaged,Binge-Watch ,Home Theaters ,"Action , Adventure , Comedy , Drama , Fantasy , Romance ",4,5,No,time shorti time enjoy,enjoy entertain sometim benefit gain experi life,Series ,Sz ,it is a turkish series of the action drama war genre with little romancethe series talks about the turkish solideryavuz the commander of the special forces teamand his leadership of the special forces team with an elite group of soldiers to eliminate the terrorists,burak sevin,More than 60 min ,Turkish ,The characters ,3.0,,ahm ezz,The film deals with the Egyptian commando forces during the war of Attrition and discusses the time period starting from 1967 war until the early times of the war,above,No,other,Arabic,1,Doesn't matter,Both,Both,Yes,"No,thanks"
131,Female,15-30,High School ,Both equally,,,One Episode at a Time ,Both or All of these,"Comedy , Drama , Crime , Romance ",3,3,I don't know,clich,fun,Film ,,,,,,,,,dont,,90,Somewhat,other,Arabic,2,Doesn't matter,alone,fictional ones,Yes,"No,thanks"
132,Male,15-30,Bachelor's Degree ,Movies ,Shorter Time Commitment ,,One Episode at a Time ,Theater ,"Action , Adventure , Comedy , Drama , Crime , Fantasy , History ",3,4,No,,,Film ,,,,,,,,ocean,tom cruis,,above,Somewhat,other,American,3,When they are first released,Both,real stories,Yes,"No,Everything is good"
133,Female,15-30,High School ,Both equally,Famous Actors & Directors ,Character development over time,Binge-Watch ,Both or All of these,"Comedy , Drama , Romance ",3,4,No,well written script,sometim make feel lone relat charact mood lifter make engag see forget real life struggl,Series ,  ,"its about people working in theater and what happens behind the curtains that audience cant witness
i think everything about the series is perfect the cast the directing the cinematography makeup and customes the score and songs used its perfect",eyad nassar,40 - 60 min ,other,The cinematography ,1.0,nightingal prayer,willem dafo,"A woman seeks revenge from a man that resulted in her sister's death, but things don't go as planned.",120,No,other,Arabic,1,Doesn't matter,alone,fictional ones,Yes,"but I just want to say that choosing a favorite is always difficult for the fact that I have many favorites, not just the ones I mentioned :)"
134,Male,15-30,Bachelor's Degree ,Both equally,Higher Production Quality ,"Longer, more detailed storytelling",Binge-Watch ,Theater ,"Adventure , Drama , Fantasy , History , Anime",5,5,Yes,movi seri stupidli focus gay jew equal hate btw,director make travel world movi,Film ,,,,,,,,reven,leonardo dicaprio,The movie talked about someone who wanted to take his vengeance from a guy who killed him (literally ) and his son (in front of his eyes),120,Yes,70s,American,5,When they are first released,alone,Both,No,My favourite director is the goat nolan
135,Female,15-30,Some College ,Series ,Higher Production Quality ,Character development over time,One Episode at a Time ,Home Theaters ,"Action , Horror ",3,5,No,stori repeat,make enjoy,Series ,ukur ,i loved the place of the series ukur the relationship between the brothers and the importance of family and that it is everything,ara boulut,20 - 40 min ,Turkish ,The story ,4.0,bright place,ell fan,"The story of a girl who lost her sister in a car accident. She meets Finch, her classmate, and he helps her get through this stage of her life. They discover new places in their city, while he suffers from depression. The end of the film is sad with Finch's death.",120,Yes,other,American,3,Doesn't matter,alone,real stories,Yes,"No,Everything is good"
136,Male,15-30,Some College ,Movies ,Higher Production Quality ,More content to enjoy,Binge-Watch ,Streaming Services,"Horror , Crime , History ",3,3,Yes,,time,Series ,Mouse,serial killer plot twist and detection ,jong barom,40 - 60 min ,Korean ,The plot twists ,3.0,seen,morgan freeman,Detective ,Between 90 and 120,Somewhat,90s,American,1,Doesn't matter,with others,Both,Yes,No
137,Male,15-30,Bachelor's Degree ,Both equally,Famous Actors & Directors ,"Longer, more detailed storytelling",Binge-Watch ,Home Theaters ,"Action , Adventure , Comedy , Drama , Crime , Fantasy , History ",3,2,No,left wing agenda,someth like soprano success detail detail feel,Film ,,,,,,,,irishman,alpacino,Mafia + Lord Martin + 2 old men,above,No,70s,American,4,Doesn't matter,alone,Both,Yes,"..            .    =         ..          (   ) ..          .

:
 THE CONVERSION"
138,Female,15-30,Bachelor's Degree ,Movies ,Higher Production Quality ,"Longer, more detailed storytelling",Binge-Watch ,Theater ,"Comedy , Drama , Crime , Romance ",3,4,Yes,bad scenario,good scenario,Film ,,,,,,,,thin red line,paul newman,,above,Somewhat,90s,Other,1,Doesn't matter,alone,Both,Yes,"No,thanks"
139,Female,15-30,Bachelor's Degree ,Series ,Shorter Time Commitment ,More content to enjoy,Binge-Watch ,Both or All of these,"Adventure , Comedy , Drama , Crime , Fantasy , Romance ",3,3,I don't know,bore,entertain,Series ,The Vampire diaries / The original ,"the vampire diaries a girl falls in love with a vampire and gets caught between him and his brother amid supernatural conflicts 
the originals a spinoff focusing on the mikaelson family the oldest and most powerful vampires as they fight to reclaim control

 ",joseph morgan ian paul,40 - 60 min ,American ,The acting ,8.0,,dont specif one,Romantic comedy movie,Between 90 and 120,No,other,Arabic,2,Doesn't matter,Both,Both,No,"No,thanks"
140,Male,15-30,Master's Degree ,Movies ,More Satisfying Storylines ,,Binge-Watch ,Both or All of these,"Comedy , Drama , Crime ",3,3,Yes,bore screenplay,excit screenplay,Film ,,,,,,,,curiou case benjamin button,al pacino,It is about a phenomenal child that was born old and ages young through time,above,Somewhat,other,"Arabic, American",3,Doesn't matter,Both,Both,No,"No,thanks"
141,Male,15-30,Bachelor's Degree ,Both equally,Shorter Time Commitment ,Character development over time,Binge-Watch ,Theater ,"Action , Comedy , Drama , Crime , History ",3,4,No,entertain,charact studi,Film ,,,,,,,,scott pilgrim vs world,jake gyllenha ryan gosl,crazy,Between 90 and 120,No,other,American,1,When they are first released,with others,real stories,No,No
142,Male,31-50,Bachelor's Degree ,Movies ,Higher Production Quality ,,Binge-Watch ,Both or All of these,"Action , Crime , Mystery",4,3,No,horror movi,action mysteri,Film ,,,,,,,,tranc,jame mcavoy,Mind blowing,Between 90 and 120,No,other,American,4,Doesn't matter,alone,Both,Yes,"No,thanks"
143,Female,15-30,Bachelor's Degree ,Series ,,Character development over time,Binge-Watch ,Streaming Services,"Adventure , Comedy , Drama , Crime , Romance ",4,5,No,terribl act stori bias toward specif idea,,Series ,Dark,,,40 - 60 min ,other,The story ,3.0,shutter island,leonardo dicaprio,,above,Somewhat,other,American,5,Doesn't matter,alone,Both,Yes,"No,Everything is good"
144,Male,15-30,Some College ,Both equally,,,Binge-Watch ,Streaming Services,"Action , Adventure , Comedy , Drama , Crime , Fantasy ",3,4,No,agenda insert lazi write,thrill sceneri plot,Series ,cyberpunk:edgerunners,"the story follows the life of one young resident of night city named david martinez who is living with his mother who is working as emt in poor conditions but without getting into any spoilers david has to figure out what to do with his life and ends up doing what most people do in night city and that is to be a crook

what i enjoyed is that the animation for the series was well done and the voice acting for the english dub was well done too and that the first season wasnt that long but it still made a huge emotional impact",,40 - 60 min ,American ,The plot twists ,1.0,le misrabl,hugh jackman,The movie is inspired by Les Misrables famous french novel. That takes place before and after the french revolution. As the name suggests it is really depressing.,above,Somewhat,other,American,2,Doesn't matter,Both,Both,Yes,nah all good. good luck    .
145,Female,15-30,Some College ,Both equally,Shorter Time Commitment ,Cliffhangers keep me engaged,Binge-Watch ,Home Theaters ,"Adventure , Comedy , Drama , Fantasy , Romance ",5,5,Yes,,,Film ,,,,,,,,,,,Between 90 and 120,Yes,90s,Arabic,1,A few months after release,alone,real stories,Yes,No
146,Female,15-30,High School ,Series ,,"Longer, more detailed storytelling",One Episode at a Time ,Both or All of these,"Action , Drama , Romance , History ",3,4,No,bad act make scene feel unrealist predict storylin weak charact develop make hard connect charact,well develop charact emot storytel excit plot twist unexpect end,Series ,Yali Capkini,they are a huge family  each member in the family has his own problem and theyre always trying to figure out the solutions together as a family what i like about the series is the love and emotions between them the series is my comfort zone ,mert ramazan,More than 60 min ,Turkish ,The story ,3.0,interstellar,matthew mcconaughey,"summary : When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",Between 90 and 120,Yes,90s,American,2,A few months after release,Both,Both,Yes,"I usually prefer movies and series with strong storytelling, well-developed characters, and emotional depth. The genre also plays a big roleI enjoy thrillers, dramas, and thought-provoking sci-fi the most. Additionally, good cinematography and a fitting soundtrack enhance my experience. Recommendations from friends and online reviews also influence my choices."
147,Female,15-30,Some College ,Both equally,Shorter Time Commitment ,More content to enjoy,Binge-Watch ,Both or All of these,"Action , Adventure , Comedy , Drama , Horror , Crime , Fantasy , Romance ",2,5,Yes,,,Film ,,,,,,,,,,,above,Somewhat,90s,Other,4,Doesn't matter,Both,Both,Yes,
148,Male,15-30,Some College ,Series ,More Satisfying Storylines ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,Crime ,5,5,No,think drag event,dont know like,Series ,Game of Thrones ,action,john snow,20 - 40 min ,American ,The cinematography ,8.0,,,,120,Yes,other,Arabic,1,Doesn't matter,with others,Both,No,"No,thanks"
149,Male,15-30,Some College ,Series ,Higher Production Quality ,,Binge-Watch ,Both or All of these,"Action , Comedy , Horror , Crime , History ",2,4,Yes,,,Film ,,,,,,,,,,,90,Somewhat,80s,Arabic,2,A few months after release,alone,Both,Yes,
150,Male,15-30,Some College ,Movies ,Famous Actors & Directors ,More content to enjoy,One Episode at a Time ,Home Theaters ,"Action , Adventure , Drama , Crime ",3,3,Yes,sex time,creacter stori,Film ,,,,,,,,god father,tom cruse,Action movie has alot of moving and advantre,90,Yes,80s,American,2,A few months after release,alone,Both,Yes,"No,Everything is good"
151,Male,15-30,Bachelor's Degree ,Both equally,Higher Production Quality ,More content to enjoy,Binge-Watch ,Theater ,"Action , Adventure , Horror , Crime , Fantasy ",2,2,Yes,,,Series ,Silo,,,Less than 20 min ,American ,The story ,1.0,,,,under 60 minutes,Yes,70s,"Arabic, American",5,When they are first released,alone,fictional ones,Yes,"No,Everything is good"
152,Male,15-30,Some College ,Both equally,Higher Production Quality ,More content to enjoy,Binge-Watch ,Both or All of these,Action ,1,3,Yes,ye,,Series ,,,,More than 60 min ,American ,The cinematography ,10.0,fast furiou,rok,,above,Yes,other,American,1,Doesn't matter,alone,Both,No,"No,thanks"
153,Male,15-30,Bachelor's Degree ,Series ,Shorter Time Commitment ,Cliffhangers keep me engaged,Binge-Watch ,Streaming Services,"Action , Comedy , Crime ",3,2,No,bad direct,live stori,Series ,Peaky blinders,a gang in bermingham tries to run the intire city and expand its inligitement business abroad but it faces a lot of trouble on order to achieve this goal ,cillian murphi tom hardi,40 - 60 min ,British ,The story ,6.0,godfath,deniro,Italian mafia arms in newyork happens to have some problems with each other which leads to the death of one of the leaders son ,above,No,70s,American,2,A few months after release,alone,real stories,No,"No,Everything is good"
154,Male,15-30,Some College ,Both equally,,,Binge-Watch ,Both or All of these,"Action , Adventure , Comedy , Horror , Crime , Fantasy ",2,3,No,poor qualiti act,plot twist end,Film ,,,,,,,,angri men,still fav actor,,Between 90 and 120,No,other,American,1,Doesn't matter,Both,Both,No,I advice you to watch it
155,Female,15-30,High School ,Series ,,"Longer, more detailed storytelling",One Episode at a Time ,Streaming Services,"Action , Adventure , Drama , Romance ",3,4,I don't know,perform,emot connect,Series ,The vampire diaries ,the vampire diaries follows the life of elena gilbert a teenager who is caught in a love triangle between two vampire brotherselena soon discovers that the town is filled with supernatural creatures,ian somerhald,20 - 40 min ,American ,The plot twists ,8.0,diverg,theo jame,"Divergent is set in a future society divided into five factions based on virtues. The protagonist, Tris Prior, discovers she's ""Divergent,"" meaning she doesn't fit into one faction. As she joins the Dauntless faction, she uncovers a plot by the Erudite faction to take control. Tris must fight to protect her identity and stop the conspiracy.",Between 90 and 120,No,other,American,2,Doesn't matter,Both,fictional ones,Yes,Storytelling and Emotional Impact
156,Female,15-30,Some College ,Both equally,Higher Production Quality ,"Longer, more detailed storytelling",One Episode at a Time ,Both or All of these,"Action , Comedy , Drama , Crime , Romance , History ",4,3,Yes,,,Film ,,,,,,,,,,,Between 90 and 120,No,90s,"Arabic, American",1,Doesn't matter,Both,Both,No,No
157,Female,15-30,High School ,Both equally,,,One Episode at a Time ,Both or All of these,Romance ,4,5,Yes,bad qualiti,music,Film ,,,,,,,,barbi,milli bobbi brown,Feminism at its finest,120,No,other,American,5,When they are first released,with others,Both,No,No
158,Female,15-30,High School ,Both equally,Shorter Time Commitment ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,"Comedy , Drama , Fantasy , Romance ",2,1,I don't know,act,make enjoy spare time,Film ,,,,,,,,,ahm ezz,It's  a romantic movie ,120,Somewhat,other,American,5,When they are first released,Both,Both,Yes,No
159,Female,15-30,Some College ,Movies ,Famous Actors & Directors ,More content to enjoy,Binge-Watch ,Home Theaters ,Horror ,3,3,Yes,,,Film ,,,,,,,,,,,90,Yes,80s,Arabic,2,When they are first released,with others,fictional ones,Yes,No
160,Male,15-30,Some College ,Movies ,Higher Production Quality ,"Longer, more detailed storytelling",Binge-Watch ,Theater ,Crime ,3,3,Yes,furi,,Film ,,,,,,,,,khale saleh,,60 minutes,Yes,90s,Chinese,3,Years after release,with others,real stories,No,"No,Everything is good"
161,Female,15-30,Some College ,Both equally,More Satisfying Storylines ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,"Action , Adventure , Comedy , Crime , Fantasy , Romance , History ",3,1,I don't know,bore,mani excit event,Film ,,,,,,,,shadow hunter,specif person,Ghostbusters ,above,No,other,American,5,Doesn't matter,alone,Both,No,"No,thanks"
162,Male,15-30,Bachelor's Degree ,Series ,Famous Actors & Directors ,Character development over time,Binge-Watch ,Streaming Services,"Comedy , Fantasy ",2,4,Yes,bore,game throne,Film ,,,,,,,,mission imposs,tom crou,The film type is action and funny und I like the actor ,Between 90 and 120,No,70s,American,2,When they are first released,with others,fictional ones,No,Thanks
163,Female,15-30,Bachelor's Degree ,Movies ,Higher Production Quality ,Character development over time,Binge-Watch ,Home Theaters ,Romance ,3,3,Yes,romanc,bore toll,Film ,,,,,,,,,,,90,No,80s,Other,2,A few months after release,Both,real stories,Yes,No
164,Female,15-30,Some College ,Movies ,Famous Actors & Directors ,More content to enjoy,Binge-Watch ,Both or All of these,Crime ,2,4,I don't know,,,Series ,..,,,More than 60 min ,Turkish ,The characters ,2.0,,,,90,Yes,80s,Arabic,1,A few months after release,Both,fictional ones,Yes,No
165,Female,15-30,High School ,Movies ,Shorter Time Commitment ,,Binge-Watch ,Both or All of these,"Action , Comedy , Fantasy ",2,3,Yes,,,Film ,,,,,,,,interstellar,,,120,No,other,American,3,Doesn't matter,with others,Both,Yes,
166,Female,15-30,Some College ,Movies ,Higher Production Quality ,More content to enjoy,Binge-Watch ,Theater ,Action ,2,2,Yes,ce effect tool convinc,,Film ,,,,,,,,,,,under 60 minutes,Yes,80s,American,2,A few months after release,alone,real stories,Yes,"No,Everything is good"
167,Female,15-30,Some College ,Both equally,More Satisfying Storylines ,Character development over time,Binge-Watch ,Both or All of these,"Action , Comedy , Drama , Horror , Romance ",3,3,Yes,,,Series ,The vampire diaries ,vampires ,demon,Less than 20 min ,American ,The acting ,8.0,aa,shnj,Nzjsj,under 60 minutes,Yes,other,American,3,Years after release,with others,fictional ones,Yes,"No,Everything is good"
168,Female,15-30,Some College ,Both equally,Shorter Time Commitment ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,"Action , Adventure , Drama , Horror , Crime , Romance ",3,3,Yes,noth,character,Series ,The vampire diaries ,its about brothers whose are vampires and the both  fall in love with a human,demon,Less than 20 min ,American ,The characters ,8.0,boy ive love befor,peter,"A shy teen's secret love letters are accidentally sent out, turning her life upside down. To save face, she enters a fake relationship but soon, real feelings begin to bloom.",60 minutes,No,90s,American,2,When they are first released,with others,real stories,Yes,"No,Everything is good"
169,Female,15-30,Some College ,Series ,,Character development over time,Binge-Watch ,Home Theaters ,"Adventure , Comedy , Drama , Romance ",3,5,I don't know,open end,feel like therer other situat,Series ,How  i met your mother ,plot and suspense  in the story ,ted,Less than 20 min ,American ,The story ,9.0,eat pray love,juila robert,A woman  explores herself and  travels after a difficult time in her life ,Between 90 and 120,No,other,American,1,Doesn't matter,alone,Both,No,just  the story
170,Male,15-30,Bachelor's Degree ,Movies ,Higher Production Quality ,Character development over time,Binge-Watch ,Home Theaters ,"Action , Adventure , Comedy , Crime , Fantasy ",2,2,Yes,dont time,fan,Film ,,,,,,,,wlad rezq,ahm meki,Action ,,Yes,80s,"Arabic, American",3,A few months after release,Both,fictional ones,Yes,No
171,Male,15-30,High School ,Series ,,"Longer, more detailed storytelling",One Episode at a Time ,Streaming Services,Action ,4,3,Yes,bore scene,attract scene,Series ,,,,40 - 60 min ,American ,The characters ,4.0,fast furiou,jason stitham,The most amazing movie,,Yes,other,American,4,Years after release,alone,Both,Yes,"No,Everything is good"
172,Female,15-30,Some College ,Movies ,Shorter Time Commitment ,More content to enjoy,One Episode at a Time ,Home Theaters ,Horror ,3,4,No,movi event bore repetit,stori movi uniqu realist,Film ,,,,,,,,ana bell,moham hendi,,Between 90 and 120,No,80s,Other,3,Years after release,alone,real stories,Yes,"No,thanks"
173,Female,15-30,Some College ,Series ,More Satisfying Storylines ,Character development over time,Binge-Watch ,Both or All of these,"Action , Adventure , Drama , Crime , Romance ",3,2,Yes,bore,entertain,Series ,Prison break,,michel scofild,20 - 40 min ,American ,The story ,5.0,dont breath,ancilina,,Between 90 and 120,No,70s,American,3,A few months after release,Both,Both,Yes,"No,thanks"
174,Male,15-30,Some College ,Both equally,Higher Production Quality ,More content to enjoy,One Episode at a Time ,Home Theaters ,Action ,3,2,Yes,bad stroy,take anoth world insid movi,Film ,,,,,,,,interstal,robert downey jr,Fantastic ,Between 90 and 120,Yes,other,"Arabic, American, Other",3,When they are first released,alone,Both,No,"No,Everything is good"
175,Female,15-30,Bachelor's Degree ,Both equally,More Satisfying Storylines ,More content to enjoy,Binge-Watch ,Both or All of these,"Adventure , Comedy , Drama , Horror , Romance ",5,4,I don't know,dont know,seri,Film ,,,,,,,,,ahm helmi,Romantic movie,Between 90 and 120,Yes,other,"Arabic, Other",5,When they are first released,with others,real stories,Yes,No
176,Female,15-30,High School ,Series ,,More content to enjoy,One Episode at a Time ,Home Theaters ,"Comedy , Drama , Romance ",5,1,Yes,fast short stori,l like stori seri,Series ,  , i enjoy characters and the story about love between assistant and manager ,omer,More than 60 min ,Turkish ,The characters ,2.0,anti man,kareem abd al aziz,about man has ability to be small and large when he want ,Between 90 and 120,Yes,other,American,1,A few months after release,with others,Both,Yes,
177,Male,15-30,Some College ,Both equally,Higher Production Quality ,Character development over time,Binge-Watch ,Streaming Services,"Action , Adventure , Drama , Crime ",3,5,Yes,stori weak act dont attach,isol form live anther world cope action live,Film ,,,,,,,,john weak,,Very interesting ,120,Yes,other,American,5,Doesn't matter,Both,fictional ones,Yes,"No,thanks"
178,Female,15-30,Some College ,Both equally,,,Binge-Watch ,Streaming Services,"Action , Adventure , Horror , Crime , Fantasy , History ",3,3,No,noth,stori,Film ,,,,,,,,spider man iron man,robert downey,,above,No,other,American,3,Doesn't matter,alone,Both,No,No
179,Female,15-30,Some College ,Series ,,Character development over time,Binge-Watch ,Both or All of these,"Adventure , Drama , Crime , History ",3,2,Yes,,,Series ,Form,"                                                  
     plot twists",boyd,20 - 40 min ,American ,The plot twists ,3.0,shutter island,teddey,                        plot twist         ,90,No,other,American,1,Doesn't matter,Both,Both,No,"No,thanks"
180,Female,31-50,Bachelor's Degree ,Both equally,More Satisfying Storylines ,More content to enjoy,One Episode at a Time ,Home Theaters ,"Comedy , Fantasy , Romance ",3,1,Yes,crime,drama,Film ,,,,,,,,romanc,farid shawki,I love it,60 minutes,Yes,90s,Arabic,1,When they are first released,alone,real stories,Yes,"No,Everything is good"
181,Female,15-30,Bachelor's Degree ,Series ,More Satisfying Storylines ,More content to enjoy,Binge-Watch ,Both or All of these,"Comedy , Drama , Fantasy , Romance ",3,3,Yes,,,Series ,Turkish series ,love story between  characters,,More than 60 min ,Turkish ,The story ,2.0,,,,Between 90 and 120,Somewhat,other,Arabic,3,Doesn't matter,with others,Both,No,
182,Female,15-30,Some College ,Movies ,More Satisfying Storylines ,,One Episode at a Time ,Home Theaters ,"Action , Adventure , Comedy , Crime , Fantasy , Romance , History ",4,2,I don't know,sad end,live anther life,Film ,,,,,,,,iron man,dont prefer spesif one,This movie has great idea about thinking and achive your dream with some comic scenes and nice end ,above,No,90s,"Arabic, American, Japanese",5,Doesn't matter,Both,Both,Yes,Thanks
183,Female,15-30,Some College ,Movies ,Famous Actors & Directors ,Character development over time,One Episode at a Time ,Both or All of these,"Comedy , Drama , Horror ",1,3,Yes,dont know,,Film ,,,,,,,,x larg,hanaah elzahid,Comedy,Between 90 and 120,Yes,90s,Arabic,3,Doesn't matter,Both,real stories,Yes,"No,thanks"
184,Female,15-30,High School ,Movies ,Higher Production Quality ,"Longer, more detailed storytelling",Binge-Watch ,Theater ,Romance ,5,5,Yes,shhh,shhh,Film ,,,,,,,,shh,shgg,,under 60 minutes,Yes,70s,Japanese,5,Years after release,with others,fictional ones,Yes,"No,thanks"
185,Female,9-14,High School ,Movies ,Shorter Time Commitment ,,Binge-Watch ,Home Theaters ,Ghibli studio movies,3,4,No,sometim feel like wast time thing distract,great way take break studi session reward huge effort wonder refresh shower snack,Film ,,,,,,,,hawl move castl grave firefliesspirit away,,       grave of fireflies ,Between 90 and 120,No,other,Japanese,3,Doesn't matter,Both,fictional ones,No,"No,Everything is good"
186,Male,15-30,Bachelor's Degree ,Movies ,Shorter Time Commitment ,More content to enjoy,Binge-Watch ,Both or All of these,"Action , Adventure , Comedy , Drama , Horror , Crime , Fantasy , Romance ",3,5,No,bad stori,twist,Film ,,,,,,,,aveng,chri hemsworth,Super hero,Between 90 and 120,No,other,American,3,A few months after release,alone,fictional ones,Yes,"No,thanks"
187,Female,15-30,Some College ,Movies ,Shorter Time Commitment ,Character development over time,Binge-Watch ,Both or All of these,"Comedy , Crime , Romance ",4,4,No,clich,escap realiti,Film ,,,,,,,,lose guy day,johnni depp,A love story that first started of as a bet,Between 90 and 120,Somewhat,90s,American,4,Doesn't matter,alone,fictional ones,No,all good
188,Female,15-30,Some College ,Movies ,More Satisfying Storylines ,,Binge-Watch ,Streaming Services,"Adventure , Comedy , Horror , Crime , Fantasy , History ",4,1,No,storylin predict forc,get lost stori great escap,Film ,,,,,,,,harri potter seri,benedict cumberbatch,It's a magical story in a world of wizards,Between 90 and 120,No,90s,American,1,Doesn't matter,Both,fictional ones,No,"No,Everything is good"
189,Female,15-30,Some College ,Series ,,Cliffhangers keep me engaged,Binge-Watch ,Both or All of these,"Adventure , Comedy , Drama , Crime , Romance ",4,4,No,dont like durat like hour alot watch short entertain long time,fact watch want cliffhang everi season episod,Series ,Gossip girl ,super rich kids with high school drama i enjoyed growing up with it,leighton meester,20 - 40 min ,American ,The story ,6.0,lala land,rayn gozl,2 people me and fell in kove with each others but the didnt end up together because they needed to achieve their dreams but the couldn't becouse it had had conflicts with each others ,Between 90 and 120,No,other,American,3,Doesn't matter,Both,Both,No,No
190,Male,15-30,Some College ,Movies ,Shorter Time Commitment ,,Binge-Watch ,Both or All of these,"Drama , Crime , Positive energy",3,4,No,action bio bio film stori romant mani histori detail jdjjdjdjdjddjdjjfjjsj clean data,posit energi watch mani build film mani charact plot twist plot tswit plot twitst clean,Film ,,,,,,,,incept,leonardo dicaprio,Many many timeline ,above,Yes,other,American,3,Doesn't matter,alone,Both,Yes,No
191,Female,15-30,Some College ,Series ,Famous Actors & Directors ,"Longer, more detailed storytelling",Binge-Watch ,Both or All of these,"Action , Adventure , Crime , Fantasy , Romance ",3,2,Yes,bad act,live charact,Series ,Dark,its about time travelling  hard to explain,youna,40 - 60 min ,other,The plot twists ,3.0,spiderman,andrew garfield,It's a boy who discovered he has a super powers,Between 90 and 120,No,other,American,3,Doesn't matter,Both,Both,Yes,No
192,Male,15-30,High School ,Movies ,Shorter Time Commitment ,,One Episode at a Time ,Streaming Services,"Drama , Horror , Crime ",3,1,No,overact,monologu,Film ,,,,,,,,fight club,al pacino,Two dumb men decide to make a club to fight each other and some shit make movie good AF ,120,No,90s,American,1,Doesn't matter,alone,Both,No,No
193,Female,15-30,Some College ,Movies ,Shorter Time Commitment ,,Binge-Watch ,Home Theaters ,"Adventure , Drama , Crime , Fantasy , Romance , History ",3,4,No,unreason end,keep mind away think,Film ,,,,,,,,fight club,benedict cumberbatch,"It's about a insomniac man whose life going terrible he decides to attend group therapy in a try to feel anything when he meets another woman with his same state and he meets another man called tyler durden and together they founded ""fight club"" but things get out of control only to find out the biggest twist that tyler is not another man it was him ",above,No,90s,American,3,Years after release,alone,fictional ones,Yes,"No,Everything is good"
194,Female,15-30,Some College ,Both equally,,,Binge-Watch ,Home Theaters ,"Adventure , Comedy , Drama , Fantasy , Romance , History ",5,4,Yes,,,Film ,,,,,,,,,,,Between 90 and 120,Yes,other,Arabic,3,A few months after release,Both,real stories,Yes,"No,Everything is good"
195,Female,15-30,Some College ,Both equally,Shorter Time Commitment ,More content to enjoy,Binge-Watch ,Home Theaters ,"Action , Adventure , Comedy , Drama , Horror , Crime , Romance ",4,5,Yes,mock scene like make fun actor bodi skin color anyth els make audienc laugh overli exagger drama feel cringey repetit dramat line throughout film like seri esh esh kept say basic anyth feel top gener,ensur film set well thought term time period actor costum dialect light background contribut mood scene also detail movi poster reflect event film even watch,Film ,,,,,,,,notebook,mean foreign actor like scarlett johansson rock vin diesel tom cruis angelina joli jennif aniston matthew perri mean egyptian actor like asser yassin ahm ezz karim abdel aziz amir karara amina khalil yasmin abdelaziz moham imam moham shahin mage el kedwani ahm malek huda el mufti aya samaha dina el sherbini,"this movie is the definition of a timeless love story. I watched it, and it seriously stuck with me.

Its about Noah and Allie, two people from totally different backgrounds who fall deeply in love one summer. But of course, life gets in the wayfamily, war, expectationsand they get separated. Years later, their paths cross again, and all those old feelings come flooding back.

What I love about it is how raw and real their love feels. Its messy, passionate, heartbreaking, and beautiful. Ryan Gosling and Rachel McAdams have insane chemistry, like you actually believe theyre in love. And theres this older couple storyline that runs parallel to the main one, and by the end? Youll be in tears. Actual, ugly crying.

If youre into emotional, deep love stories that make you believe in soulmateseven if just for two hoursThe Notebook is a must-watch. Trust me, its not just a movie; its a whole experience.",120,Somewhat,other,American,4,Doesn't matter,alone,real stories,Yes,No
